'Symptom 1','Symptom 2','Symptom 3','Symptom 4','Symptom 5','Symptom 6','Symptom 7','Symptom 8','Symptom 9','Symptom 10','Symptom 11','Symptom 12','Symptom 13','Symptom 14','Symptom 15','Symptom 16','Symptom 17',Disease
' skin_rash',' high_fever',' blister',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' skin_rash',' high_fever',' blister',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' back_pain',' weakness_in_limbs',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' vomiting',' sunken_eyes',' dehydration',' diarrhoea',0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
' sunken_eyes',' dehydration',' diarrhoea',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
' back_pain',' weakness_in_limbs',' neck_pain',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' chills',' fatigue',' high_fever',' headache',' nausea',' constipation',' abdominal_pain',' diarrhoea',' toxic_look_(typhos)',' belly_pain',0,0,0,0,0,0,0,Typhoid
' joint_pain',' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,'Hepatitis D'
' vomiting',' fatigue',' anxiety',' sweating',' headache',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,0,Hypoglycemia
' chills',' vomiting',' high_fever',' sweating',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,0,Malaria
' muscle_wasting',' patches_in_throat',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' blurred_and_distorted_vision',' obesity',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,'Diabetes '
itching,' vomiting',' yellowish_skin',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' joint_pain',' neck_pain',' knee_pain',' hip_joint_pain',' swelling_joints',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
' fatigue',' mood_swings',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,Hyperthyroidism
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',0,0,0,0,Dengue
' stomach_pain',' acidity',' ulcers_on_tongue',' vomiting',' cough',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,GERD
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' vomiting',' breathlessness',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' vomiting',' fatigue',' anxiety',' sweating',' headache',' nausea',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,Hypoglycemia
' headache',' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' fatigue',' weight_gain',' cold_hands_and_feets',' mood_swings',' lethargy',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,Hypothyroidism
' joint_pain',' vomiting',' fatigue',' high_fever',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',' acute_liver_failure',' coma',' stomach_bleeding',0,0,0,0,'Hepatitis E'
itching,' vomiting',' yellowish_skin',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' fatigue',' weight_gain',' cold_hands_and_feets',' mood_swings',' lethargy',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,Hypothyroidism
' vomiting',' sweating',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
itching,' vomiting',' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,Jaundice
' skin_rash',' high_fever',' blister',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' fatigue',' weight_gain',' cold_hands_and_feets',' mood_swings',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,0,Hypothyroidism
' stomach_pain',' acidity',' ulcers_on_tongue',' vomiting',' cough',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,GERD
' joint_pain',' vomiting',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,'hepatitis A'
itching,' fatigue',' lethargy',' yellowish_skin',' dark_urine',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,0,'Hepatitis B'
' headache',' chest_pain',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' headache',' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' skin_rash',' high_fever',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' fatigue',' cramps',' bruising',' obesity',' swollen_legs',' swollen_blood_vessels',' prominent_veins_on_calf',0,0,0,0,0,0,0,0,0,0,'Varicose veins'
' skin_rash',' high_fever',' blister',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' vomiting',' loss_of_appetite',' abdominal_pain',' passage_of_gases',' internal_itching',0,0,0,0,0,0,0,0,0,0,0,0,'Peptic ulcer diseae'
' vomiting',' yellowish_skin',' abdominal_pain',' swelling_of_stomach',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
' vomiting',' abdominal_pain',' swelling_of_stomach',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',0,0,0,0,Dengue
' skin_rash',' pus_filled_pimples',' blackheads',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' vomiting',' fatigue',' anxiety',' sweating',' nausea',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,0,Hypoglycemia
' continuous_sneezing',' chills',' fatigue',' cough',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain','Common Cold'
' muscle_weakness',' stiff_neck',' swelling_joints',' movement_stiffness',0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
' constipation',' pain_in_anal_region',' bloody_stool',' irritation_in_anus',0,0,0,0,0,0,0,0,0,0,0,0,0,'Dimorphic hemmorhoids(piles)'
' continuous_sneezing',' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' continuous_sneezing',' chills',' fatigue',' cough',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain','Common Cold'
' vomiting',' fatigue',' anxiety',' sweating',' headache',' nausea',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,Hypoglycemia
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' sunken_eyes',' dehydration',' diarrhoea',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' fatigue',' yellowish_skin',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' fatigue',' cough',' high_fever',' family_history',' mucoid_sputum',0,0,0,0,0,0,0,0,0,0,0,0,'Bronchial Asthma'
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' family_history',0,0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' chills',' vomiting',' fatigue',' weight_loss',' cough',' breathlessness',' sweating',' loss_of_appetite',' mild_fever',' yellowing_of_eyes',' swelled_lymph_nodes',' malaise',' phlegm',' chest_pain',' blood_in_sputum',0,0,Tuberculosis
' indigestion',' loss_of_appetite',' abdominal_pain',' passage_of_gases',' internal_itching',0,0,0,0,0,0,0,0,0,0,0,0,'Peptic ulcer diseae'
' burning_micturition',' bladder_discomfort',' foul_smell_of urine',' continuous_feel_of_urine',0,0,0,0,0,0,0,0,0,0,0,0,0,'Urinary tract infection'
' back_pain',' weakness_in_limbs',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,0,Dengue
itching,' skin_rash',' fatigue',' lethargy',' high_fever',' headache',' loss_of_appetite',' mild_fever',' swelled_lymph_nodes',' malaise',' red_spots_over_body',0,0,0,0,0,0,'Chicken pox'
' vomiting',' breathlessness',' sweating',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
' vomiting',' yellowish_skin',' abdominal_pain',' swelling_of_stomach',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
' fatigue',' mood_swings',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,Hyperthyroidism
' fatigue',' mood_swings',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,Hyperthyroidism
itching,' fatigue',' lethargy',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,'Hepatitis B'
' joint_pain',' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,'Hepatitis D'
' chills',' vomiting',' fatigue',' weight_loss',' cough',' high_fever',' breathlessness',' sweating',' loss_of_appetite',' mild_fever',' yellowing_of_eyes',' swelled_lymph_nodes',' malaise',' phlegm',' chest_pain',' blood_in_sputum',0,Tuberculosis
' continuous_sneezing',' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' continuous_sneezing',' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' acidity',' indigestion',' blurred_and_distorted_vision',' excessive_hunger',' stiff_neck',' depression',' irritability',' visual_disturbances',0,0,0,0,0,0,0,0,0,Migraine
' fatigue',' weight_gain',' cold_hands_and_feets',' mood_swings',' lethargy',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,Hypothyroidism
' fatigue',' weight_gain',' cold_hands_and_feets',' mood_swings',' lethargy',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,Hypothyroidism
' stiff_neck',' swelling_joints',' movement_stiffness',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
itching,' skin_rash',' fatigue',' lethargy',' high_fever',' headache',' loss_of_appetite',' mild_fever',' swelled_lymph_nodes',' malaise',' red_spots_over_body',0,0,0,0,0,0,'Chicken pox'
' vomiting',' fatigue',' anxiety',' sweating',' headache',' nausea',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,Hypoglycemia
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
' joint_pain',' vomiting',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,'hepatitis A'
' continuous_sneezing',' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' vomiting',' fatigue',' anxiety',' sweating',' headache',' nausea',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,Hypoglycemia
' chills',' fatigue',' cough',' high_fever',' sweating',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,0,Pneumonia
' vomiting',' breathlessness',' sweating',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
' fatigue',' mood_swings',' weight_loss',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,0,Hyperthyroidism
itching,' fatigue',' lethargy',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,'Hepatitis B'
' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' acidity',' indigestion',' headache',' blurred_and_distorted_vision',' excessive_hunger',' stiff_neck',' depression',' irritability',' visual_disturbances',0,0,0,0,0,0,0,0,Migraine
' joint_pain',' neck_pain',' hip_joint_pain',' swelling_joints',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
' vomiting',' headache',' nausea',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' chills',' vomiting',' fatigue',' high_fever',' headache',' nausea',' constipation',' abdominal_pain',' diarrhoea',' toxic_look_(typhos)',' belly_pain',0,0,0,0,0,0,Typhoid
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' muscle_wasting',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' blurred_and_distorted_vision',' obesity',' increased_appetite',' polyuria',0,0,0,0,0,0,0,0,'Diabetes '
' vomiting',' sunken_eyes',' dehydration',' diarrhoea',0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
itching,' skin_rash',' stomach_pain',' burning_micturition',0,0,0,0,0,0,0,0,0,0,0,0,0,'Drug Reaction'
' bladder_discomfort',' foul_smell_of urine',' continuous_feel_of_urine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Urinary tract infection'
' weight_gain',' cold_hands_and_feets',' mood_swings',' lethargy',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,0,Hypothyroidism
itching,' skin_rash',' stomach_pain',' burning_micturition',' spotting_ urination',0,0,0,0,0,0,0,0,0,0,0,0,'Drug Reaction'
' fatigue',' cramps',' bruising',' obesity',' swollen_legs',' swollen_blood_vessels',' prominent_veins_on_calf',0,0,0,0,0,0,0,0,0,0,'Varicose veins'
' burning_micturition',' bladder_discomfort',' foul_smell_of urine',' continuous_feel_of_urine',0,0,0,0,0,0,0,0,0,0,0,0,0,'Urinary tract infection'
' vomiting',' indigestion',' loss_of_appetite',' abdominal_pain',' passage_of_gases',' internal_itching',0,0,0,0,0,0,0,0,0,0,0,'Peptic ulcer diseae'
' chills',' vomiting',' fatigue',' high_fever',' headache',' constipation',' abdominal_pain',' diarrhoea',' toxic_look_(typhos)',' belly_pain',0,0,0,0,0,0,0,Typhoid
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
' continuous_sneezing',' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' fatigue',' bruising',' obesity',' swollen_legs',' swollen_blood_vessels',' prominent_veins_on_calf',0,0,0,0,0,0,0,0,0,0,0,'Varicose veins'
' joint_pain',' vomiting',' fatigue',' high_fever',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',' acute_liver_failure',' coma',' stomach_bleeding',0,0,0,0,0,'Hepatitis E'
' back_pain',' weakness_in_limbs',' neck_pain',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' skin_rash',' joint_pain',' skin_peeling',' silver_like_dusting',' small_dents_in_nails',' inflammatory_nails',0,0,0,0,0,0,0,0,0,0,0,Psoriasis
' joint_pain',' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,'Hepatitis D'
' burning_micturition',' bladder_discomfort',' continuous_feel_of_urine',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Urinary tract infection'
' vomiting',' sunken_eyes',' dehydration',' diarrhoea',0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' fatigue',' cough',' high_fever',' breathlessness',' family_history',' mucoid_sputum',0,0,0,0,0,0,0,0,0,0,0,'Bronchial Asthma'
itching,' fatigue',' lethargy',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,'Hepatitis B'
' fatigue',' cramps',' bruising',' obesity',' swollen_legs',' swollen_blood_vessels',' prominent_veins_on_calf',0,0,0,0,0,0,0,0,0,0,'Varicose veins'
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' skin_rash',' joint_pain',' skin_peeling',' silver_like_dusting',' small_dents_in_nails',' inflammatory_nails',0,0,0,0,0,0,0,0,0,0,0,Psoriasis
' back_pain',' weakness_in_limbs',' neck_pain',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' vomiting',' headache',' nausea',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' fatigue',' cough',' high_fever',' breathlessness',' sweating',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,0,Pneumonia
' vomiting',' headache',' weakness_of_one_body_side',' altered_sensorium',0,0,0,0,0,0,0,0,0,0,0,0,0,'Paralysis (brain hemorrhage)'
' skin_rash',' pus_filled_pimples',' blackheads',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' headache',' weakness_of_one_body_side',' altered_sensorium',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Paralysis (brain hemorrhage)'
' headache',' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' vomiting',' headache',' nausea',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
itching,' vomiting',' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,Jaundice
' joint_pain',' neck_pain',' knee_pain',' hip_joint_pain',' swelling_joints',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' continuous_sneezing',' fatigue',' cough',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain',0,'Common Cold'
' continuous_sneezing',' shivering',' chills',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',0,0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' burning_micturition',' bladder_discomfort',' foul_smell_of urine',' continuous_feel_of_urine',0,0,0,0,0,0,0,0,0,0,0,0,0,'Urinary tract infection'
itching,' skin_rash',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' fatigue',' cough',' high_fever',' breathlessness',' family_history',' mucoid_sputum',0,0,0,0,0,0,0,0,0,0,0,'Bronchial Asthma'
' skin_rash',' high_fever',' blister',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' fatigue',' cramps',' obesity',' swollen_legs',' swollen_blood_vessels',' prominent_veins_on_calf',0,0,0,0,0,0,0,0,0,0,0,'Varicose veins'
' joint_pain',' neck_pain',' knee_pain',' hip_joint_pain',' swelling_joints',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
itching,' fatigue',' lethargy',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,'Hepatitis B'
' joint_pain',' vomiting',' fatigue',' high_fever',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',' acute_liver_failure',' coma',' stomach_bleeding',0,0,0,0,'Hepatitis E'
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
itching,' vomiting',' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,Jaundice
' fatigue',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,0,Hyperthyroidism
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
itching,' vomiting',' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,Jaundice
' chills',' vomiting',' high_fever',' sweating',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,0,Malaria
' chills',' vomiting',' fatigue',' weight_loss',' cough',' high_fever',' breathlessness',' sweating',' loss_of_appetite',' mild_fever',' yellowing_of_eyes',' swelled_lymph_nodes',' malaise',' phlegm',' chest_pain',' blood_in_sputum',0,Tuberculosis
' continuous_sneezing',' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' chills',' vomiting',' high_fever',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,0,Malaria
' vomiting',' breathlessness',' sweating',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
itching,' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,0,Jaundice
itching,' skin_rash',' fatigue',' lethargy',' high_fever',' headache',' loss_of_appetite',' mild_fever',' swelled_lymph_nodes',' malaise',' red_spots_over_body',0,0,0,0,0,0,'Chicken pox'
' skin_rash',' joint_pain',' skin_peeling',' silver_like_dusting',' small_dents_in_nails',0,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
' back_pain',' weakness_in_limbs',' neck_pain',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' muscle_pain',0,0,0,0,0,0,0,0,0,0,Malaria
' muscle_wasting',' patches_in_throat',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' vomiting',' headache',' nausea',' spinning_movements',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,'Hepatitis D'
' headache',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
